Common Name,Taxonomic ID,Order,Family,Tribe,Genus,species,Taxon used,Sample ID,material,material,d13C - bioapatite,d13C-keratin,d13C-collagen,d13C enamel - equivalent,d13C1750,Collection year,location,ecosystem - classified,COUNTRY,Latitude,Longitude,reference
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,32132,enamel,e,,,,,0.3,,River Sangha,other,Cameroon,2.2,16.1,45
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,6089,enamel,e,,,,,0.4,,River Rwindi,other,DR Congo,-1,29.3,45
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,44088,enamel,e,,,,,0.4,,Kenisa,other,South Sudan,6.9,31.1,45
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,43587,enamel,e,,,,,0.4,,River Ruvuma,other,Tanzania,-10.5,40.4,45
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,6088,enamel,e,,,,,0.5,,River Rwindi,other,DR Congo,-1,29.3,45
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Dong5,enamel,e,,,,,0.6,,Donga,other,Cameroon,4.8,11.8,45
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,1959-131,enamel,e,,,,,0.6,,,other,Cen Afr Republic,,,45
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,6104,enamel,e,,,,,0.9,,River Rwindi,other,DR Congo,-1,29.3,45
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,481,enamel,e,,,,,0.9,,Dongola,other,Soudan,19.2,30.5,45
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,6094,enamel,e,,,,,1,,River Rwindi,other,DR Congo,-1,29.3,45
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,OM 2205,enamel,e,-9.7,,,-9.7,-9,1968,Baringo,other,Kenya,0.8,36.1,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-1,enamel,e,-3.1,,,-3.1,-1.5,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-11,enamel,e,-3.6,,,-3.6,-1.9,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-15,enamel,e,-1.4,,,-1.4,0.3,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-16,enamel,e,-3.6,,,-3.6,-1.9,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-18,enamel,e,-3,,,-3,-1.4,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-19,enamel,e,-2.4,,,-2.4,-0.8,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-3,enamel,e,-4.2,,,-4.2,-2.6,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-31,enamel,e,-2.1,,,-2.1,-0.4,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-34,enamel,e,-6,,,-6,-4.4,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-35,enamel,e,-4.7,,,-4.7,-3.1,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-37,enamel,e,-1.9,,,-1.9,-0.3,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-39,enamel,e,-2.3,,,-2.3,-0.7,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-43,enamel,e,-4.9,,,-4.9,-3.2,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-44,enamel,e,-3.2,,,-3.2,-1.5,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-45,enamel,e,-3.5,,,-3.5,-1.8,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-49,enamel,e,-0.4,,,-0.4,1.3,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-5,enamel,e,-6.4,,,-6.4,-4.7,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-73,enamel,e,-2.3,,,-2.3,-0.6,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-101,enamel,e,-1.5,,,-1.5,0.2,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-102,enamel,e,-2.2,,,-2.2,-0.6,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,RL-108,enamel,e,-6.6,,,-6.6,-4.9,2000,Katavi,other,Tanzania,-7.4,31.6,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,AMNH 80813,enamel,e,-8.6,,,-8.6,-8.1,1925,Cuanza R,other,Angola,-9.2,13.4,this study
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,AMNH 113816,enamel,e,-6.2,,,-6.2,-5.6,1938,Fan Anwing,other,Sudan,6.4,31.4,this study
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Kisumuave,enamel,e,-6.4,,,-6.4,-4.6,2007,Lake Victoria,other,Kenya,-0.1,32.3,this study
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,OM 2053,enamel,e,-3.3,,,-3.3,-2.6,1966,Murchison Falls,other,Uganda,2.1,31.8,this study
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,AMNH 53774,enamel,e,-1.7,,,-1.7,-1.3,1910,Niangara,other,DR Congo,3.7,27.9,this study
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,OM 2199,enamel,e,-6.7,,,-6.7,-6.1,1966,Naivasha,RFTV,Kenya,-0.7,36.4,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Naivasha - Have,enamel,e,-2.8,,,-2.8,-1,2007,Naivasha,RFTV,Kenya,-0.7,36.4,this study
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Naivasha-Crayfishave,enamel,e,-1.9,,,-1.9,0,2010,Naivasha,RFTV,Kenya,-0.7,36.4,this study
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,KWS12-Hippo-Sam-average,keratin,k,,-23.9,,-13.1,-11.1,2012,Samburu NR,SAMB,Kenya,0.6,37.5,this study
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,KWS12-BuffSpr,enamel,e,-3.3,,,-3.3,-1.3,2011,Buffalo Spr NR,SAMB,Kenya,0.5,37.6,this study
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Adhi_Dam_SAA_2009,enamel,e,-6.4,,,-6.4,-4.4,2010,Ahdi Dam,TANA,Kenya,-1.7,40.6,this study
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Minjilaave,enamel,e,-2.1,,,-2.1,-0.2,2005,Minjila,TANA,Kenya,-2.3,40.1,this study
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Mpeketoniave,enamel,e,-2.1,,,-2.1,-0.2,2007,Mpeketoni,TANA,Kenya,-2.4,40.7,this study
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Wituave,enamel,e,-1.9,,,-1.9,0,2007,Witu,TANA,Kenya,-2.4,40.4,this study
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,ET-161,enamel,e,-2.1,,,-2.1,-1.3,1971,Koobi Fora,TRKG,Kenya,4,36.2,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,ET-162,enamel,e,-0.6,,,-0.6,0.2,1971,Koobi Fora,TRKG,Kenya,4,36.2,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,TEC.K89.2,enamel,e,-0.5,,,-0.5,0.4,1974,Koobi Fora,TRKG,Kenya,4,36.2,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,K15-KFRA-140,enamel,e,-1,,,-1,0.7,2000,Koobi Fora,TRKG,Kenya,4,36.2,this study
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,OM-6102B,enamel,e,-0.2,,,-0.2,0.7,1975,Koobi Fora,TRKG,Kenya,4,36.2,this study
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,Koobi_Fora_2ave,enamel,e,0.4,,,0.4,1.9,1995,Koobi Fora,TRKG,Kenya,4,36.2,this study
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,KEN-09-115ave,enamel,e,0.6,,,0.6,2,1990,Koobi Fora,TRKG,Kenya,4,36.2,this study
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,K00-Tsv-200,enamel,e,-5.9,,,-5.9,-4.2,2000,Mzima Spr,TSVO,Kenya,-3,38,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,K99-158-Tsv,enamel,e,-5.8,,,-5.8,-4.2,1999,Mzima Spr,TSVO,Kenya,-3,38,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,K99-157-Tsv,enamel,e,-4.6,,,-4.6,-3,1999,Mzima Spr,TSVO,Kenya,-3,38,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,K08-TSV-201 ave,enamel,e,-4.8,,,-4.8,-2.9,2007,Mtito Andei,TSVO,Kenya,-2.7,38.2,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,K99-156-Tsv,enamel,e,-4.1,,,-4.1,-2.4,1999,Mzima Spr,TSVO,Kenya,-3,38,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,K01-TSW-291 ave,enamel,e,-3.1,,,-3.1,-1.5,1996,Mtito Andei,TSVO,Kenya,-2.7,38.2,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,K00-TSV-226-M/3,enamel,e,-2.8,,,-2.8,-1.2,2000,Mzima Spr,TSVO,Kenya,-3,38,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,K99-133-TSV,enamel,e,-2.6,,,-2.6,-0.9,1999,Satao,TSVO,Kenya,-3.4,39,44
hippopotamus,Hippopotamus amphibius,Artiodactyla,Hippopotamidae,,Hippopotamus,amphibius,Hippopotamus,K09-Mzima ave,enamel,e,-3.2,,,-3.2,-1.3,2007,Mzima Spr,TSVO,Kenya,-3,38,this study
roan antelope,Hippotragus equinus,Artiodactyla,Bovidae,Hippotragini,Hippotragus,equinus,Hippotragini,OM 1405,enamel ,e,-2.3,,,-2.3,-1.7,1935,Zambia,other,Zambia,-14,26,this study
roan antelope,Hippotragus equinus,Artiodactyla,Bovidae,Hippotragini,Hippotragus,equinus,Hippotragini,OM 1409,enamel ,e,0.6,,,0.6,1.1,1935,Zambia,other,Zambia,-14,26,this study
roan antelope,Hippotragus equinus,Artiodactyla,Bovidae,Hippotragini,Hippotragus,equinus,Hippotragini,OM 1402,enamel ,e,2.6,,,2.6,3.4,1960,Shimba,other,Kenya,-4.3,39.4,this study
roan antelope,Hippotragus equinus,Artiodactyla,Bovidae,Hippotragini,Hippotragus,equinus,Hippotragini,OM 1392,enamel,e,4.5,,,4.5,5.2,1960,Shimba,other,Kenya,-4.3,39.4,this study
sable antelope,Hippotragus niger,Artiodactyla,Bovidae,Hippotragini,Hippotragus,niger,Hippotragini,OM 1411,enamel,e,2.6,,,2.6,3.4,1969,Karuru,other,Tanzania,-3.3,35.7,this study
sable antelope,Hippotragus niger,Artiodactyla,Bovidae,Hippotragini,Hippotragus,niger,Hippotragini,OM 1410,enamel,e,3.1,,,3.1,3.8,1969,Shimba,other,Kenya,-4.3,39.4,this study
sable antelope,Hippotragus niger,Artiodactyla,Bovidae,Hippotragini,Hippotragus,niger,Hippotragini,KWS-2012-sab-30-shm,keratin,k,,-9,,2,4,2011,Shimba,other,Kenya,-4.3,39.4,this study
sable antelope,Hippotragus niger,Artiodactyla,Bovidae,Hippotragini,Hippotragus,niger,Hippotragini,KWS-2010-sab-3-shm,keratin,k,,-8.9,,2.1,4.1,2010,Shimba,other,Kenya,-4.3,39.4,this study
sable antelope,Hippotragus niger,Artiodactyla,Bovidae,Hippotragini,Hippotragus,niger,Hippotragini,KWS-Anj-2010-sab-59-shm,keratin,k,,-8.9,,2.1,4.1,2010,Shimba,other,Kenya,-4.3,39.4,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,ET05-AWSH-09,enamel,e,-0.4,,,-0.4,1,1990,Awash NP,AWSH,Ethiopia,8.9,40,56
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,ET05-AWSH-08,enamel,e,-0.2,,,-0.2,1.2,1990,Awash NP,AWSH,Ethiopia,8.9,40,56
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,ET05-AWSH-04,enamel,e,1.1,,,1.1,2.5,1990,Awash NP,AWSH,Ethiopia,8.9,40,56
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,ET05-AWSH-37,enamel,e,1.3,,,1.3,2.6,1990,Awash NP,AWSH,Ethiopia,8.9,40,56
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,ODW 9,enamel,e,-2.1,,,-2.1,-0.6,1995,Ol Donyo Wuas,CHYU,Kenya,-2.5,37.8,37
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,ODW 3,enamel,e,-1.5,,,-1.5,0.1,1995,Ol Donyo Wuas,CHYU,Kenya,-2.5,37.8,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,K01-LAI-DJA-20,enamel,e,1,,,1,2.7,2001,Mpala,LAIK,Kenya,0.3,36.9,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,OM 1529,enamel,e,2.2,,,2.2,2.9,1955,Nanyuki,LAIK,Kenya,0,37.1,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,K01-LAI-DJA-7,enamel,e,1.5,,,1.5,3.2,2001,Mpala,LAIK,Kenya,0.3,36.9,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,ET05-MAGO-13,enamel,e,-0.2,,,-0.2,1.2,1990,Mago NP,MAGO,Ethiopia,5.7,36.4,56
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,KWS-2012-orx-37-nbi,keratin,k,,-16.9,,-6,-4,2011,Nairobi NP,NBNP,Kenya,-1.4,36.8,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,K01-142-SAM,enamel,e,-0.2,,,-0.2,1.5,2001,Samburu,SAMB,Kenya,0.6,37.5,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,AMNH 187813,enamel,e,-4.6,,,-4.6,-3.9,1960,Galma Galla,TANA,Kenya,-1.2,40.8,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,ORYX-1 K.FORA 8/8/99,enamel,e,-2.4,,,-2.4,-0.7,1999,Koobi Fora,TRKG,Kenya,4,36.2,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,049–KF-K00,keratin,k,,-12.9,,-1.9,-0.3,2000,Koobi Fora,TRKG,Kenya,4,36.2,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,ORYX-2 K.FORA 8/8/99,enamel,e,1.3,,,1.3,2.9,1999,Koobi Fora,TRKG,Kenya,4,36.2,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,72–KF-K00,enamel,e,1.8,,,1.8,3.5,2000,Koobi Fora,TRKG,Kenya,4,36.2,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,SHA-Table 2-Oxyx,collagen,c,,,-9.5,-1.1,0,1980,Turkana region,TRKX,Kenya,,,35
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,SU 6-M2,enamel,e,-3.3,,,-3.3,-1.8,1995,Suregei,TRKX,Kenya,4.3,36.4,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,SU-5-M3,enamel,e,-1.8,,,-1.8,-0.3,1995,Suregei,TRKX,Kenya,4.3,36.4,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,TEC-K89.9E,enamel,e,-0.7,,,-0.7,0.2,1974,Ileret,TRKX,Kenya,4.3,36.3,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,SU96:15,enamel,e,-1.3,,,-1.3,0.3,1996,Suregei,TRKX,Kenya,4.3,36.4,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,NMK-OM-8847,enamel,e,-1.3,,,-1.3,0.4,2000,Alia Bay,TRKX,Kenya,3.8,36.3,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,OM 1530,enamel,e,0.4,,,0.4,1.1,1968,Karari,TRKX,Kenya,4.2,36.4,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,SU-5-M2,enamel,e,-0.3,,,-0.3,1.2,1995,Suregei,TRKX,Kenya,4.3,36.4,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,DP-ETM-15-2,enamel,e,0.8,,,0.8,2.5,2000,Siboloi NP,TRKX,Kenya,3.8,36.3,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,K98-Tsv-156,enamel,e,-0.6,,,-0.6,1,1998,Tsavo East Res Ctr,TSVO,Kenya,-3.4,38.6,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,K00-Tsv-124 A,enamel,e,0.2,,,0.2,1,1971,Tsavo East Res Ctr,TSVO,Kenya,-3.4,38.6,this study
oryx,Oryx beisa,Artiodactyla,Bovidae,Hippotragini,Oryx,beisa,Hippotragini,K98-Tsv-162,enamel,e,0.4,,,0.4,2,1998,Tsavo East Res Ctr,TSVO,Kenya,-3.4,38.6,this study
water chevrotain,Hyemoschus aquaticus,Artiodactyla,Tragulidae,,Hyemoschus,aquaticus,Hyemoschus,CEF-073ave,enamel,e,-15.4,,,-15.4,-13.9,1995,Ituri,ITRI,DR Congo,1.5,28.5,50
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,OM 2143,enamel,e,-16.5,,,-16.5,-15.9,1939,Aberdares,ABER,Kenya,-0.4,36.8,49
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,K97-205-Ab,enamel,e,-14.9,,,-14.9,-13.3,1997,Aberdares,ABER,Kenya,-0.4,36.8,49
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,CEF-252ave,enamel,e,-22.6,,,-22.6,-21.1,1995,Ituri,ITRI,DR Congo,1.5,28.5,50
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,KFB74,enamel,e,-16.4,,,-16.4,-14.9,1995,Kibale,KBLE,Uganda,0.5,30.4,31
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,SBU-13E-65,enamel,e,-16.7,,,-16.7,-14.7,2011,Kibale,KBLE,Uganda,0.5,30.4,this study
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,L 5527,enamel,e,-16.4,,,-16.4,-15.7,1959,Kahuzi-Biega,KZBG,DR Congo,-2,28,this study
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,ICCN-KB-153,enamel,e,-16.2,,,-16.2,-14.4,2005,Tshivanga,KZBG,DR Congo,-2,28,this study
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,U98-QEP-Luigi,enamel,e,-14.5,,,-14.5,-12.9,1998,QE NP,LEDW,Uganda,-0.1,29.9,49
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,QEP-forest hog6-profile-average,keratin,k,,-24.8,,-14,-12.3,1999,QE NP,LEDW,Uganda,-0.1,29.9,55
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,QEP-forest hog5-profile-average,keratin,k,,-23.9,,-13.1,-11.4,1999,QE NP,LEDW,Uganda,-0.1,29.9,55
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,K98-QEP-246,keratin,k,,-23.7,,-12.9,-11.3,1998,QE NP,LEDW,Uganda,-0.1,29.9,55
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,QEP-forest hog 24.2.99-profile-average,keratin,k,,-23.5,,-12.7,-11.1,1999,QE NP,LEDW,Uganda,-0.1,29.9,55
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,QEP-anon-1-profile-average,keratin,k,,-23.3,,-12.5,-10.8,1999,QE NP,LEDW,Uganda,-0.1,29.9,55
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,U99-QEP-PIG3-profile-average,keratin,k,,-23.3,,-12.4,-10.8,1999,QE NP,LEDW,Uganda,-0.1,29.9,55
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,QEP-Immo-profile-average,keratin,k,,-22.4,,-11.6,-10,1999,QE NP,LEDW,Uganda,-0.1,29.9,55
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,U99-QEP-PIG4-profile-average,keratin,k,,-22.4,,-11.5,-9.9,1999,QE NP,LEDW,Uganda,-0.1,29.9,55
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,U98-QEP-245,keratin,k,,-21.7,,-10.9,-9.3,1998,QE NP,LEDW,Uganda,-0.1,29.9,55
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,SBU-13E-82,enamel,e,-13.6,,,-13.6,-11.6,2011,QE NP,LEDW,Uganda,-0.1,29.9,this study
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,OM 3335,enamel,e,-17,,,-17,-16.2,1971,Mt Kenya,MTKE,Kenya,-0.2,37.2,49
giant forest hog,Hylochoerus meinertzhageni,Artiodactyla,Suidae,,Hylochoerus ,meinertzhageni,Hylochoerus,AMNH 36430,keratin,k,,-28.4,,-17.7,-17.2,1911,Mt Kenya,MTKE,Kenya,-0.2,37.2,this study
